,Price,SQFT,rooms,Des
1635,"₹ 37 Lac
₹ 3,218/sq.ft.","1,150 sq.ft.
(107 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jhotwara
1636,"₹ 20 Lac
₹ 882/sq.ft.","2,268 sq.ft.
(211 sq.m.) Plot Area",,Residential land / Plot in Rohini phase 3
1637,"₹ 5.5 Lac
₹ 784/sq.ft.","702 sq.ft.
(65 sq.m.) Plot Area",,Residential land / Plot in Lalwas
1638,"₹ 27 Lac
₹ 3,000/sq.ft.","900 sq.ft.
(84 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Maruti Nagar
1639,"₹ 19.87 Lac
₹ 1,989/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1640,"₹ 58 Lac
₹ 4,383/sq.ft.","1,323 sq.ft.
(123 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Sitaram colony
1641,"₹ 25.5 Lac
₹ 1,821/sq.ft.","1,400 sq.ft.
(130 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in HATHOJ
1642,"₹ 21 Lac
₹ 2,270/sq.ft.","925 sq.ft.
(86 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
1643,"₹ 16.5 Lac
₹ 1,160/sq.ft.","1,422 sq.ft.
(132 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1644,"₹ 42 Lac
₹ 3,500/sq.ft.","1,200 sq.ft.
(111 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Jagatpura
1645,"₹ 45 Lac
₹ 3,600/sq.ft.","1,250 sq.ft.
(116 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Kalwar Road
1646,"₹ 28 Lac
₹ 1,849/sq.ft.","1,514 sq.ft.
(141 sq.m.) Super built-up Area","4 BHK
3 Baths",4 BHK Residential Apartment in Royal City
1647,"₹ 51 Lac
₹ 3,529/sq.ft.","1,445 sq.ft.
(134 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
1648,"₹ 35 Lac
₹ 3,763/sq.ft.","930 sq.ft.
(86 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sudama Nagar
1649,"₹ 65 Lac
₹ 3,629/sq.ft.","1,791 sq.ft.
(166 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
1650,"₹ 25 Lac
₹ 2,703/sq.ft.","925 sq.ft.
(86 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
1651,"₹ 42 Lac
₹ 2,969/sq.ft.","1,415 sq.ft.
(131 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in New Sanganer Road
1652,"₹ 4.44 Lac
₹ 448/sq.ft.","989 sq.ft.
(92 sq.m.) Plot Area",,Residential land / Plot in Vatika
1653,"₹ 17 Lac
₹ 2,720/sq.ft.","625 sq.ft.
(58 sq.m.) Super built-up Area","2 BHK
1 Bath",2 BHK Residential Apartment in Govindpura
1654,"₹ 38 Lac
₹ 2,714/sq.ft.","1,400 sq.ft.
(130 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
1655,"₹ 1.7 Cr
₹ 8,947/sq.ft.","1,900 sq.ft.
(177 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Johri Bazar
1656,"₹ 13.25 Lac
₹ 2,538/sq.ft.","522 sq.ft.
(49 sq.m.) Plot Area",,Residential land / Plot in Sitapura Industrial Area
1657,"₹ 28.35 Lac
₹ 3,666/sq.ft.","1,031 sq.ft.
(96 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajairajpura
1658,"₹ 27 Lac
₹ 3,000/sq.ft.","900 sq.ft.
(84 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vaishali Nagar
1659,"₹ 30 Lac
₹ 2,679/sq.ft.","1,120 sq.ft.
(104 sq.m.) Built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Jhotwara
1660,"₹ 1.1 Cr
₹ 1,100/sq.ft.","10,000 sq.ft.
(929 sq.m.) Plot Area",,Residential land / Plot in NEAR ASIAN COLLEGE
1661,"₹ 15 Lac
₹ 1,208/sq.ft.","1,242 sq.ft.
(115 sq.m.) Plot Area",,Residential land / Plot in Chittora
1662,"₹ 24 Lac
₹ 1,115/sq.ft.","2,152 sq.ft.
(200 sq.m.) Plot Area",,Residential land / Plot in Dev Vihar
1663,"₹ 1.75 Cr
₹ 278/sq.ft.","63,000 sq.ft.
(5853 sq.m.) Plot Area",,Residential land / Plot in Sawarda
1664,"₹ 4.95 Lac
₹ 550/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Bagru Khurd
1665,"₹ 37 Lac
₹ 2,293/sq.ft.","1,613 sq.ft.
(150 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jaisinghpura
1666,"₹ 52 Lac
₹ 3,655/sq.ft.","1,422 sq.ft.
(132 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Ajmer Road
1667,"₹ 75 Lac
₹ 7,551/sq.ft.","993 sq.ft.
(92 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Mansarover
1668,"₹ 43 Lac
₹ 11,836/sq.ft.","363 sq.ft.
(34 sq.m.) Plot Area",,Residential land / Plot in sector 10 pratap nagar
1669,"₹ 14 Lac
₹ 2,800/sq.ft.","421 sq.ft.
(39 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Bhankrota
1670,"₹ 2.03 Cr
₹ 1,437/sq.ft.","14,099 sq.ft.
(1310 sq.m.) Plot Area",,Residential land / Plot in Radha Govind Farms Vatika
1671,"₹ 25 Lac
₹ 1,250/sq.ft.","2,000 sq.ft.
(186 sq.m.) Plot Area",,Residential land / Plot in Peethawas
1672,"₹ 30 Lac
₹ 2,381/sq.ft.","1,260 sq.ft.
(117 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Niwaru Road
1673,"₹ 25 Lac
₹ 4,930/sq.ft.","507 sq.ft.
(47 sq.m.) Super built-up Area","2 BHK
1 Bath",2 BHK Residential Apartment in Partap Nager SEC 28 NEAR DAWRKA PURI CIRCLE
1674,"₹ 20 Lac
₹ 4,000/sq.ft.","500 sq.ft.
(46 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Sanjay Nagar
1675,"₹ 35 Lac
₹ 3,173/sq.ft.","1,103 sq.ft.
(102 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Tonk Road
1676,"₹ 65 Lac
₹ 5,212/sq.ft.","1,247 sq.ft.
(116 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Chitrakoot
1677,"₹ 45 Lac
₹ 4,130/sq.ft.","1,089 sq.ft.
(101 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mansarovar Extension
1678,"₹ 48 Lac
₹ 3,716/sq.ft.","1,291 sq.ft.
(120 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sector-10 Pratap Nagar Jaipur
1679,"₹ 32 Lac
₹ 1,185/sq.ft.","2,700 sq.ft.
(251 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1680,"₹ 35 Lac
₹ 3,500/sq.ft.","1,000 sq.ft.
(93 sq.m.) Plot Area","1 BHK
1 Bath",1 Bedroom Independent House in Ajmer Road
1681,"₹ 60 Lac
₹ 6,315/sq.ft.","950 sq.ft.
(88 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Gandhi Path
1682,"₹ 90 Lac
₹ 3,000/sq.ft.","3,000 sq.ft.
(279 sq.m.) Super built-up Area","4 BHK
3 Baths",4 BHK Residential Apartment in Ajmer Road
1683,"₹ 11.5 Lac
₹ 1,278/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Baxsawala Tonk Road
1684,"₹ 62 Lac
₹ 4,020/sq.ft.","1,542 sq.ft.
(143 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Kundani
1685,"₹ 9 Cr
₹ 20,000/sq.ft.","4,500 sq.ft.
(418 sq.m.) Plot Area","12 BHK
12 Baths",12 Bedroom Independent House in Raja Park
1686,"₹ 45 Lac
₹ 3,104/sq.ft.","1,450 sq.ft.
(135 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Ajmer Road
1687,"₹ 25 Lac
₹ 2,083/sq.ft.","1,200 sq.ft.
(111 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sri Ram Vihar
1688,"₹ 69.99 Lac
₹ 4,678/sq.ft.","1,496 sq.ft.
(139 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Vaishali Nagar
1689,"₹ 28 Lac
₹ 2,545/sq.ft.","1,100 sq.ft.
(102 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Isckon Temple Mansarovar Jaipur
1690,"₹ 7 Lac
₹ 1,445/sq.ft.","484 sq.ft.
(45 sq.m.) Plot Area",,Residential land / Plot in Begas
1691,"₹ 16.5 Lac
₹ 1,736/sq.ft.","950 sq.ft.
(88 sq.m.) Built-up Area","2 BHK
2 Baths","2 BHK Residential Apartment in Manglam City,Hatoj,Kalwar Road Jaipur"
1692,"₹ 1.25 Cr
₹ 8,383/sq.ft.","1,494 sq.ft.
(139 sq.m.) Super built-up Area","4 BHK
4 Baths","4 BHK Residential Apartment in Krishna Nagar,Hathroi Gadhi Scene No.4"
1693,"₹ 25 Lac
₹ 1,543/sq.ft.","1,620 sq.ft.
(151 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1694,"₹ 41.5 Lac
₹ 2,854/sq.ft.","1,454 sq.ft.
(135 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
1695,"₹ 65 Lac
₹ 5,627/sq.ft.","1,155 sq.ft.
(107 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in GOVERDHAN Colony Near Vivek Vihar Metro Station
1696,"₹ 31 Lac
₹ 2,683/sq.ft.","1,155 sq.ft.
(107 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Ramnagariya
1697,"₹ 14.51 Lac
₹ 2,446/sq.ft.","593 sq.ft.
(55 sq.m.) Plot Area",,Residential property in Ajmer Road
1698,"₹ 30 Lac
₹ 22,556/sq.ft.","133 sq.ft.
(12 sq.m.) Plot Area",,"Residential property in Dwarkapuri Multi Housing Apartment, Pratap Nagar"
1699,"₹ 1.1 Cr
₹ 8,730/sq.ft.","1,260 sq.ft.
(117 sq.m.) Plot Area","8 BHK
4 Baths",8 Bedroom Independent House in Chandpole
1700,"₹ 47 Lac
₹ 3,233/sq.ft.","1,454 sq.ft.
(135 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
1701,"₹ 2.25 Lac
₹ 506/sq.ft.","445 sq.ft.
(41 sq.m.) Plot Area",,Residential land / Plot in Chaksu
1702,"₹ 60 Lac
₹ 4,615/sq.ft.","1,300 sq.ft.
(121 sq.m.) Built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Modi Nagar
1703,"₹ 4.5 Lac
₹ 500/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Phagi
1704,"₹ 45 Lac
₹ 3,334/sq.ft.","1,350 sq.ft.
(125 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in New Sanganer Road
1705,"₹ 44 Lac
₹ 2,750/sq.ft.","1,600 sq.ft.
(149 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Ajmer Road
1706,"₹ 50 Lac
₹ 4,960/sq.ft.","1,008 sq.ft.
(94 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
1707,"₹ 35 Lac
₹ 3,500/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Nindar
1708,"₹ 33 Lac
₹ 1,783/sq.ft.","1,950 sq.ft.
(181 sq.m.) Built-up Area","4 BHK
4 Baths",4 Bedroom Independent House in Kardhani Govindpura
1709,"₹ 32 Lac
₹ 3,053/sq.ft.","1,048 sq.ft.
(97 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Siv vihar near Mansarovar metro station
1710,"₹ 51 Lac
₹ 4,636/sq.ft.","1,100 sq.ft.
(102 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Modi Nagar Near Purani Chungi Ajmer Road
1711,"₹ 28 Lac
₹ 2,947/sq.ft.","950 sq.ft.
(88 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Govindpura Kardhani Scheme
1712,"₹ 9.48 Lac
₹ 444/sq.ft.","2,133 sq.ft.
(198 sq.m.) Plot Area",,Residential land / Plot in Sukhdeopura Nohara
1713,"₹ 60 Lac
₹ 6,666/sq.ft.","900 sq.ft.
(84 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Chitrakoot
1714,"₹ 35 Lac
₹ 4,321/sq.ft.","810 sq.ft.
(75 sq.m.) Plot Area",,Residential land / Plot in Bhairav Nagar
1715,"₹ 35 Lac
₹ 4,375/sq.ft.","800 sq.ft.
(74 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Mansarovar
1716,"₹ 12.7 Lac
₹ 2,309/sq.ft.","550 sq.ft.
(51 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Independent Builder Floor in Ashok Vatika
1717,"₹ 55 Lac
₹ 3,055/sq.ft.","1,800 sq.ft.
(167 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Mahesh Nagar
1718,"₹ 55 Lac
₹ 3,793/sq.ft.","1,450 sq.ft.
(135 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jagatpura
1719,"₹ 42 Lac
₹ 2,400/sq.ft.","1,750 sq.ft.
(163 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Bal Vihar
1720,"₹ 30.4 Lac
₹ 3,753/sq.ft.","810 sq.ft.
(75 sq.m.) Carpet Area","3 BHK
1 Bath",3 BHK Independent Builder Floor in Jhotwara
1721,"₹ 6 Lac
₹ 1,239/sq.ft.","484 sq.ft.
(45 sq.m.) Plot Area",,Residential land / Plot in Begas
1722,"₹ 9.99 Lac
₹ 1,031/sq.ft.","968 sq.ft.
(90 sq.m.) Plot Area",,Residential land / Plot in Chaksu
1723,"₹ 68 Lac
₹ 4,689/sq.ft.","1,450 sq.ft.
(135 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Mansingh Pura
1724,"₹ 27.5 Lac
₹ 3,431/sq.ft.","801 sq.ft.
(74 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Bhawani Nagar
1725,"₹ 26.11 Lac
₹ 2,742/sq.ft.","952 sq.ft.
(88 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Govindpura Kardhani Scheme
1726,"₹ 20 Lac
₹ 1,111/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Shiv Enclave
1727,"₹ 36 Lac
₹ 2,000/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Mahapura
1728,"₹ 32 Lac
₹ 31,393/sq.ft.","101 sq.ft.
(9 sq.m.) Super built-up Area","2 BHK
2 Baths","2 BHK Residential Apartment in Sector-29 Pratap Nagar, Sanganer"
1729,"₹ 20 Lac
₹ 2,857/sq.ft.","700 sq.ft.
(65 sq.m.) Built-up Area","1 BHK
1 Bath",1 BHK Independent Builder Floor in Mansarovar
1730,Price on Request,"1,376 sq.ft.
(128 sq.m.) Super built-up Area",,2 BHK Residential Apartment in Jagatpura
1731,"₹ 35 Lac
₹ 2,893/sq.ft.","1,210 sq.ft.
(112 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in jyoti vihar manyawas road
1732,"₹ 23.9 Lac
₹ 2,812/sq.ft.","800 sq.ft.
(74 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Gandhi Path
1733,"₹ 25 Lac
₹ 3,125/sq.ft.","800 sq.ft.
(74 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Jagatpura
1734,"₹ 55 Lac
₹ 31,976/sq.ft.","172 sq.ft.
(16 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in Ajmer Road
1735,"₹ 35 Lac
₹ 3,684/sq.ft.","950 sq.ft.
(88 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Devi Nagar
1736,"₹ 25 Lac
₹ 2,315/sq.ft.","1,080 sq.ft.
(100 sq.m.) Plot Area",,Residential land / Plot in Chaksu
1737,"₹ 32 Lac
₹ 2,667/sq.ft.","1,200 sq.ft.
(111 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
1738,"₹ 40 Lac
₹ 4,302/sq.ft.","930 sq.ft.
(86 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vidhyadhar Nagar
1739,"₹ 67 Lac
₹ 5,434/sq.ft.","1,233 sq.ft.
(115 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in vishwanath dham colony
1740,"₹ 40 Lac
₹ 2,580/sq.ft.","1,550 sq.ft.
(144 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
1741,"₹ 60 Lac
₹ 4,000/sq.ft.","1,500 sq.ft.
(139 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Prem Nagar
1742,"₹ 2.32 Cr
₹ 5,135/sq.ft.","4,518 sq.ft.
(420 sq.m.) Plot Area","21 BHK
22 Baths",21 Bedroom Independent House in Ajmer Road
1743,"₹ 29 Lac
₹ 2,800/sq.ft.","1,250 sq.ft.
(116 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sitabari Tonk Road
1744,"₹ 1 Cr
₹ 5,556/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1745,"₹ 35 Lac
₹ 4,268/sq.ft.","820 sq.ft.
(76 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vaishali Nagar
1746,"₹ 45 Lac
₹ 3,000/sq.ft.","1,500 sq.ft.
(139 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
1747,"₹ 1 Cr
₹ 7,407/sq.ft.","1,350 sq.ft.
(125 sq.m.) Super built-up Area","7 BHK
7 Baths",7 BHK Residential Apartment in 390 Jaswant Nagar
1748,"₹ 65 Lac
₹ 5,200/sq.ft.","1,250 sq.ft.
(116 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Nirman Nagar
1749,"₹ 45 Lac
₹ 4,500/sq.ft.","1,000 sq.ft.
(93 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Mansarovar
1750,"₹ 44 Lac
₹ 3,321/sq.ft.","1,325 sq.ft.
(123 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vatika
1751,"₹ 14 Lac
₹ 2,751/sq.ft.","509 sq.ft.
(47 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Sanganer
1752,"₹ 17 Lac
₹ 2,805/sq.ft.","606 sq.ft.
(56 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Ajmer Road
1753,"₹ 15.5 Lac
₹ 2,592/sq.ft.","598 sq.ft.
(56 sq.m.) Built-up Area","1 BHK
2 Baths",1 BHK Independent Builder Floor in Kalwar Road
1754,"₹ 33.19 Lac
₹ 2,656/sq.ft.","1,249 sq.ft.
(116 sq.m.) Plot Area",,Residential land / Plot in Jagatapura
1755,"₹ 40 Lac
₹ 4,136/sq.ft.","967 sq.ft.
(90 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in adarsh nagar
1756,"₹ 1.2 Cr
₹ 13,333/sq.ft.","900 sq.ft.
(84 sq.m.) Built-up Area","3 BHK
3 Baths",3 Bedroom Independent House in Brahmpuri
1757,"₹ 25.99 Lac
₹ 2,273/sq.ft.","1,100 sq.ft.
(102 sq.m.) Built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jhotwara
1758,"₹ 30 Lac
₹ 2,714/sq.ft.","1,105 sq.ft.
(103 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Budhsinghpura
1759,"₹ 60 Lac
₹ 1,376/sq.ft.","4,359 sq.ft.
(405 sq.m.) Plot Area",,Residential land / Plot in Bhambori
1760,"₹ 1.1 Cr
₹ 6,285/sq.ft.","1,750 sq.ft.
(163 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Shaitan singh vigar
1761,"₹ 9 Lac
₹ 1,000/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Sikar Road
1762,"₹ 20 Lac
₹ 1,000/sq.ft.","2,000 sq.ft.
(186 sq.m.) Plot Area",,Residential land / Plot in CHAMPAPURA KALWAR ROAD
1763,"₹ 50 Lac
₹ 2,064/sq.ft.","2,421 sq.ft.
(225 sq.m.) Plot Area",,"Residential land / Plot in Nilau Kunj, JDA, Jagatpura, Jaipur"
1764,"₹ 2.25 Cr
₹ 86/sq.ft.","261,359 sq.ft.
(24281 sq.m.) Plot Area",,Residential land / Plot in Village Mahomadpura Chaksu
1765,"₹ 52 Lac
₹ 4,792/sq.ft.","1,085 sq.ft.
(101 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Govindpura Kardhani Scheme
1766,"₹ 55 Lac
₹ 3,741/sq.ft.","1,470 sq.ft.
(137 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Govindpura Kardhani Scheme
1767,"₹ 17.5 Lac
₹ 1,842/sq.ft.","950 sq.ft.
(88 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Manchwa
1768,"₹ 73 Lac
₹ 4,905/sq.ft.","1,488 sq.ft.
(138 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Panchyawala
1769,"₹ 4 Lac
₹ 3,305/sq.ft.","121 sq.ft.
(11 sq.m.) Plot Area",,Residential land / Plot in Narayan Nagar
1770,"₹ 28 Lac
₹ 2,323/sq.ft.","1,205 sq.ft.
(112 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Bhankrota
1771,"₹ 8 Lac
₹ 1,646/sq.ft.","486 sq.ft.
(45 sq.m.) Plot Area",,Residential land / Plot in Phagi
1772,"₹ 30 Lac
₹ 2,608/sq.ft.","1,150 sq.ft.
(107 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Muhana
1773,"₹ 59 Lac
₹ 6,556/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,"Residential land / Plot in Near Airport, Tonk Road"
1774,"₹ 25 Lac
₹ 2,500/sq.ft.","1,000 sq.ft.
(93 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Near Petrol Pump
1775,"₹ 65 Lac
₹ 3,522/sq.ft.","2,250 sq.ft.
(209 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Ajmer Road
1776,"₹ 95 Lac
₹ 5,278/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area","8 BHK
7 Baths",8 Bedroom Independent House in Panchyawala
1777,"₹ 20 Lac
₹ 5,111/sq.ft.","450 sq.ft.
(42 sq.m.) Plot Area",,Residential land / Plot in Moti Nagar B
1778,"₹ 36 Lac
₹ 3,063/sq.ft.","1,175 sq.ft.
(109 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Govindpura Kardhani Scheme
1779,"₹ 25 Lac
₹ 2,500/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Kanti Nagar
1780,"₹ 60 Lac
₹ 2,837/sq.ft.","2,115 sq.ft.
(196 sq.m.) Plot Area",,"Residential land / Plot in Govinpura, Sanganer"
1781,"₹ 3.25 Cr
₹ 746/sq.ft.","43,559 sq.ft.
(4047 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1782,"₹ 65 Lac
₹ 5,200/sq.ft.","1,250 sq.ft.
(116 sq.m.) Plot Area","4 BHK
4 Baths",4 Bedroom Independent House in jodhpur
1783,"₹ 24.9 Lac
₹ 2,385/sq.ft.","1,044 sq.ft.
(97 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in jeevan rekha hospital
1784,"₹ 24.9 Lac
₹ 2,385/sq.ft.","1,044 sq.ft.
(97 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in d'mart
1785,"₹ 9.5 Lac
₹ 962/sq.ft.","987 sq.ft.
(92 sq.m.) Plot Area",,Residential land / Plot in Hanuman vatika-3rd(B-block) mundiya purohitan
1786,"₹ 55 Lac
₹ 3,928/sq.ft.","1,400 sq.ft.
(130 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Acharya Vinoba Bhave Nagar
1787,Price on Request,"2,400 sq.ft.
(223 sq.m.) Plot Area",,Residential land / Plot in Phagi Road
1788,"₹ 11 Lac
₹ 2,804/sq.ft.","392 sq.ft.
(36 sq.m.) Built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Shivdaspura
1789,"₹ 30 Lac
₹ 2,500/sq.ft.","1,200 sq.ft.
(111 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Ajmer Road
1790,"₹ 36 Lac
₹ 2,571/sq.ft.","1,400 sq.ft.
(130 sq.m.) Carpet Area","4 BHK
3 Baths",4 BHK Residential Apartment in Govindpura
1791,"₹ 45 Lac
₹ 2,571/sq.ft.","1,750 sq.ft.
(163 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Adjoining NRI colony
1792,"₹ 43 Lac
₹ 3,681/sq.ft.","1,168 sq.ft.
(109 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Manchwa
1793,"₹ 1.11 Cr
₹ 2,778/sq.ft.","4,005 sq.ft.
(372 sq.m.) Plot Area",,"Residential land / Plot in Pratap Nagar, Near Loha Mandi, Express Way"
1794,"₹ 22 Lac
₹ 978/sq.ft.","2,250 sq.ft.
(209 sq.m.) Plot Area",,Residential land / Plot in Holi Chownk Pawta
1795,"₹ 39.8 Lac
₹ 5,527/sq.ft.","720 sq.ft.
(67 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Shanti Nagar
1796,"₹ 10 Cr
₹ 166,666/sq.ft.","600 sq.ft.
(56 sq.m.) Plot Area","5 BHK
5 Baths",5 Bedroom Independent House in Govind Nagar
