,Price,SQFT,rooms,Des
900,"₹ 1.25 Cr
₹ 2,778/sq.ft.","4,050 sq.ft.
(376 sq.m.) Plot Area",,"Residential land / Plot in Shri Ram Nagar, Jagatpura"
901,"₹ 21 Lac
₹ 3,000/sq.ft.","700 sq.ft.
(65 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Gandhi Path
902,"₹ 98 Lac
₹ 5,000/sq.ft.","1,960 sq.ft.
(182 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Subhash Nagar
903,"₹ 16 Lac
₹ 1,111/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Diggi Road
904,"₹ 70 Lac
₹ 7,444/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Vaishali Nagar Extn
905,"₹ 9.5 Lac
₹ 545/sq.ft.","1,743 sq.ft.
(162 sq.m.) Plot Area",,Residential land / Plot in Diggi Road
906,"₹ 28 Lac
₹ 2,333/sq.ft.","1,200 sq.ft.
(111 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Kalwar Road
907,"₹ 30 Lac
₹ 2,372/sq.ft.","1,265 sq.ft.
(118 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sachivalay Nagar
908,"₹ 17.9 Lac
₹ 1,989/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
909,"₹ 3.25 Cr
₹ 14,444/sq.ft.","2,250 sq.ft.
(209 sq.m.) Super built-up Area","5 BHK
4 Baths",5 BHK Independent Builder Floor in Vaishali Nagar
910,"₹ 78 Lac
₹ 5,099/sq.ft.","1,530 sq.ft.
(142 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Tonk Road
911,"₹ 35 Lac
₹ 2,868/sq.ft.","1,220 sq.ft.
(113 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Kalwar Road
912,"₹ 35 Lac
₹ 3,044/sq.ft.","1,150 sq.ft.
(107 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Pratap Nagar
913,"₹ 35 Lac
₹ 3,500/sq.ft.","1,000 sq.ft.
(93 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Govind Nagar
914,"₹ 8.5 Lac
₹ 944/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Sanjharia
915,"₹ 88 Lac
₹ 3,556/sq.ft.","2,475 sq.ft.
(230 sq.m.) Plot Area","8 BHK
8 Baths",8 Bedroom Independent House in Omaxe City Ajmer Expressway Jaipur
916,"₹ 10 Lac
₹ 1,032/sq.ft.","968 sq.ft.
(90 sq.m.) Plot Area",,Residential land / Plot in Ramsinghpura
917,"₹ 1.65 Cr
₹ 8,148/sq.ft.","2,025 sq.ft.
(188 sq.m.) Plot Area","3 BHK
2 Baths","3 Bedroom Independent House in 865,RAM NAGAR,SHASTRY NAGAR, JAIPUR"
918,"₹ 1.5 Cr
₹ 13,333/sq.ft.","1,125 sq.ft.
(105 sq.m.) Plot Area","9 BHK
6 Baths","9 Bedroom Independent House in Ram Nagar, Shastri Nagar"
919,"₹ 45 Lac
₹ 3,000/sq.ft.","1,500 sq.ft.
(139 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Shivpuri (Near airport)
920,"₹ 28 Lac
₹ 1,758/sq.ft.","1,593 sq.ft.
(148 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
921,"₹ 26 Lac
₹ 2,810/sq.ft.","925 sq.ft.
(86 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
922,"₹ 14 Lac
₹ 2,890/sq.ft.","484 sq.ft.
(45 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
923,"₹ 13 Lac
₹ 2,364/sq.ft.","550 sq.ft.
(51 sq.m.) Super built-up Area","2 BHK
1 Bath","2 BHK Independent Builder Floor in road no 17, Vishwakarma industrial area"
924,"₹ 32 Lac
₹ 2,910/sq.ft.","1,100 sq.ft.
(102 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Shiv Shankar Nagar
925,"₹ 40 Lac
₹ 3,137/sq.ft.","1,275 sq.ft.
(118 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Ajmer Road
926,"₹ 48 Lac
₹ 918/sq.ft.","5,231 sq.ft.
(486 sq.m.) Plot Area",,Residential land / Plot in Jahota Sikar Road
927,"₹ 40 Lac
₹ 1,852/sq.ft.","2,160 sq.ft.
(201 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
928,"₹ 25.71 Lac
₹ 2,199/sq.ft.","1,169 sq.ft.
(109 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Chokhi Dhani
929,"₹ 45 Lac
₹ 3,501/sq.ft.","1,285 sq.ft.
(119 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
930,"₹ 18 Lac
₹ 1,730/sq.ft.","1,040 sq.ft.
(97 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Serviced Apartment in Sirsi Road
931,"₹ 2 Cr
₹ 9,434/sq.ft.","2,120 sq.ft.
(197 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Ram Nagar
932,"₹ 10.5 Lac
₹ 933/sq.ft.","1,125 sq.ft.
(105 sq.m.) Plot Area",,Residential land / Plot in Anshal Anandlok
933,"₹ 52.5 Lac
₹ 5,833/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","4 BHK
4 Baths",4 Bedroom Independent House in Vaishali Nagar
934,"₹ 36 Lac
₹ 667/sq.ft.","5,400 sq.ft.
(502 sq.m.) Plot Area",,Residential land / Plot in Sirsi Road
935,"₹ 7 Lac
₹ 1,000/sq.ft.","699 sq.ft.
(65 sq.m.) Plot Area",,Residential land / Plot in Vatika
936,"₹ 18.5 Lac
₹ 2,741/sq.ft.","675 sq.ft.
(63 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Thikariya
937,"₹ 78 Lac
₹ 5,664/sq.ft.","1,377 sq.ft.
(128 sq.m.) Plot Area",,Residential land / Plot in Green Nagar
938,"₹ 38 Lac
₹ 1,904/sq.ft.","1,995 sq.ft.
(185 sq.m.) Super built-up Area","3 BHK
4 Baths",3 BHK Residential Apartment in Muhana
939,"₹ 55 Lac
₹ 4,400/sq.ft.","1,250 sq.ft.
(116 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Pratap Nagar
940,"₹ 9 Lac
₹ 500/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Vatika Road
941,"₹ 58 Lac
₹ 74,358/sq.ft.","78 sq.ft.
(7 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Mansarovar
942,"₹ 48 Lac
₹ 2,796/sq.ft.","1,716 sq.ft.
(159 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Ramsinghpura
943,"₹ 70 Lac
₹ 3,141/sq.ft.","2,228 sq.ft.
(207 sq.m.) Plot Area",,Residential land / Plot in Dadi Ka Phatak
944,"₹ 30 Lac
₹ 1,013/sq.ft.","2,960 sq.ft.
(275 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
945,"₹ 60 Lac
₹ 17,910/sq.ft.","335 sq.ft.
(31 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in Sodala
946,"₹ 56 Lac
₹ 41,791/sq.ft.","134 sq.ft.
(12 sq.m.) Plot Area","2 BHK
3 Baths",2 Bedroom Independent House in Mansarovar Extension
947,"₹ 26 Lac
₹ 19,259/sq.ft.","135 sq.ft.
(13 sq.m.) Plot Area",,Residential land / Plot in Benad Road
948,"₹ 16 Lac
₹ 4,000/sq.ft.","400 sq.ft.
(37 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
949,"₹ 45 Lac
₹ 2,500/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Kankha Ki Dhani
950,"₹ 28 Lac
₹ 2,800/sq.ft.","1,000 sq.ft.
(93 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in Hathoj
951,"₹ 30 Lac
₹ 6,000/sq.ft.","500 sq.ft.
(46 sq.m.) Plot Area","1 BHK
2 Baths",1 Bedroom Farm house in Tonk Road
952,"₹ 22 Lac
₹ 1,047/sq.ft.","2,100 sq.ft.
(195 sq.m.) Plot Area",,Residential land / Plot in Sirsi Road
953,"₹ 7.51 Lac
₹ 1,251/sq.ft.","600 sq.ft.
(56 sq.m.) Plot Area",,Residential land / Plot in khatipura jaipur
954,"₹ 22 Lac
₹ 1,760/sq.ft.","1,250 sq.ft.
(116 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Ajmer Road
955,"₹ 2.5 Cr
₹ 183/sq.ft.","136,125 sq.ft.
(12646 sq.m.) Plot Area","2 BHK
1 Bath",2 Bedroom Farm house in Bassi
956,"₹ 16.5 Lac
₹ 3,000/sq.ft.","550 sq.ft.
(51 sq.m.) Built-up Area","2 BHK
1 Bath",2 BHK Independent Builder Floor in Jagatpura
957,₹ 4.9 Lac,"2,787,839 sq.ft.
(258999 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
958,"₹ 1.05 Cr
₹ 90,090/sq.ft.","111 sq.ft.
(10 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Malviya Nagar
959,"₹ 20 Lac
₹ 1,333/sq.ft.","1,500 sq.ft.
(139 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Govindpura
960,"₹ 56 Lac
₹ 3,111/sq.ft.","1,800 sq.ft.
(167 sq.m.) Super built-up Area","4 BHK
4 Baths",4 BHK Residential Apartment in Chitrakoot
961,"₹ 14 Lac
₹ 1,870/sq.ft.","748 sq.ft.
(69 sq.m.) Plot Area",,Residential land / Plot in Benad Road
962,"₹ 11 Lac
₹ 9,000/sq.ft.","122 sq.ft.
(11 sq.m.) Plot Area",,Residential land / Plot in Manchwa
963,"₹ 24 Lac
₹ 1,333/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Sanganer
964,"₹ 12 Lac
₹ 667/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Tonk Road
965,"₹ 14 Lac
₹ 1,866/sq.ft.","750 sq.ft.
(70 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jhotwara
966,"₹ 20 Lac
₹ 1,932/sq.ft.","1,035 sq.ft.
(96 sq.m.) Plot Area",,Residential land / Plot in Sachivalay Nagar
967,"₹ 6 Lac
₹ 5,882/sq.ft.","102 sq.ft.
(9 sq.m.) Carpet Area","1 RK
1 Bath",(1 RK) Studio Apartment in Rajendra Prasad Nagar
968,"₹ 23 Lac
₹ 3,194/sq.ft.","720 sq.ft.
(67 sq.m.) Plot Area","2 BHK
1 Bath",2 Bedroom Independent House in Govindpura
969,"₹ 35 Lac
₹ 2,536/sq.ft.","1,379 sq.ft.
(128 sq.m.) Plot Area",,Residential land / Plot in Muhana
970,"₹ 7 Lac
₹ 777/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Khatipura
971,"₹ 14.75 Lac
₹ 1,883/sq.ft.","783 sq.ft.
(73 sq.m.) Plot Area",,Residential land / Plot in Mohanpura
972,"₹ 10.5 Lac
₹ 1,166/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Vatika Road
973,"₹ 30 Lac
₹ 2,222/sq.ft.","1,350 sq.ft.
(125 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Benad Road
974,"₹ 6 Cr
₹ 18,116/sq.ft.","3,312 sq.ft.
(308 sq.m.) Plot Area","4 BHK
4 Baths",4 Bedroom Independent House in Civil Lines
975,"₹ 1 Lac
₹ 125/sq.ft.","800 sq.ft.
(74 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mansarovar
976,"₹ 30 Lac
₹ 40,000/sq.ft.","75 sq.ft.
(7 sq.m.) Carpet Area","3 BHK
3 Baths",3 Bedroom Independent House in Kalwar Road
977,"₹ 18 Lac
₹ 929/sq.ft.","1,937 sq.ft.
(180 sq.m.) Plot Area",,Residential land / Plot in Agra Road
978,"₹ 23 Lac
₹ 1,670/sq.ft.","1,377 sq.ft.
(128 sq.m.) Plot Area",,Residential land / Plot in Dholai
979,"₹ 10 Lac
₹ 556/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Mahindra Sez
980,"₹ 3.55 Lac
₹ 556/sq.ft.","639 sq.ft.
(59 sq.m.) Plot Area",,Residential land / Plot in Vatika Road
981,"₹ 12 Lac
₹ 1,678/sq.ft.","715 sq.ft.
(66 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
982,"₹ 70 Lac
₹ 4,685/sq.ft.","1,494 sq.ft.
(139 sq.m.) Plot Area",,Residential land / Plot in Jhotwara
983,"₹ 18 Lac
₹ 1,333/sq.ft.","1,350 sq.ft.
(125 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Kalwar Road
984,"₹ 10.5 Lac
₹ 1,050/sq.ft.","1,000 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Sanganer
985,"₹ 44 Lac
₹ 3,055/sq.ft.","1,440 sq.ft.
(134 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Mansarovar
986,"₹ 10.05 Lac
₹ 14,357/sq.ft.","70 sq.ft.
(7 sq.m.) Plot Area",,Residential land / Plot in Vatika Road
987,"₹ 11 Lac
₹ 407/sq.ft.","2,700 sq.ft.
(251 sq.m.) Plot Area",,Residential land / Plot in Govindgarh
988,"₹ 18 Lac
₹ 1,000/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Vatika
989,"₹ 30 Lac
₹ 2,727/sq.ft.","1,100 sq.ft.
(102 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in New Sanganer Road
990,"₹ 67 Lac
₹ 4,890/sq.ft.","1,370 sq.ft.
(127 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Nirman Nagar
991,"₹ 20 Lac
₹ 2,666/sq.ft.","750 sq.ft.
(70 sq.m.) Plot Area","2 BHK
1 Bath",2 Bedroom Independent House in NIWARU road jaipur
992,"₹ 25 Lac
₹ 3,037/sq.ft.","823 sq.ft.
(76 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vaishali Nagar
993,"₹ 7 Lac
₹ 466/sq.ft.","1,500 sq.ft.
(139 sq.m.) Carpet Area","1 BHK
1 Bath",1 BHK Independent Builder Floor in Ramsinghpura
994,"₹ 15 Lac
₹ 1,754/sq.ft.","855 sq.ft.
(79 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jhotwara
995,"₹ 10 Lac
₹ 556/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
996,"₹ 1.5 Cr
₹ 4,762/sq.ft.","3,150 sq.ft.
(293 sq.m.) Plot Area",,"Residential land / Plot in Kushal Nagar , new sanganer road"
997,"₹ 44.5 Lac
₹ 2,852/sq.ft.","1,560 sq.ft.
(145 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Mansarovar Extension
998,"₹ 49 Lac
₹ 3,267/sq.ft.","1,499 sq.ft.
(139 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Mansarovar Extension
999,"₹ 20 Lac
₹ 1,610/sq.ft.","1,242 sq.ft.
(115 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Niwaru Road
1000,"₹ 39 Lac
₹ 2,626/sq.ft.","1,485 sq.ft.
(138 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Kalwar Road
1001,"₹ 47.51 Lac
₹ 4,319/sq.ft.","1,100 sq.ft.
(102 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Tonk Road
1002,"₹ 17 Lac
₹ 752/sq.ft.","2,260 sq.ft.
(210 sq.m.) Plot Area",,Residential land / Plot in Nasnoda
1003,"₹ 51 Lac
₹ 6,296/sq.ft.","810 sq.ft.
(75 sq.m.) Plot Area","4 BHK
4 Baths",4 Bedroom Independent House in Kalwar Road
1004,"₹ 15 Lac
₹ 15,000/sq.ft.","100 sq.ft.
(9 sq.m.) Plot Area",,Residential land / Plot in Sirsi Road
1005,"₹ 1 Cr
₹ 5,243/sq.ft.","1,907 sq.ft.
(177 sq.m.) Super built-up Area","4 BHK
4 Baths",4 BHK Residential Apartment in Sirsi Road
1006,"₹ 89.5 Lac
₹ 4,972/sq.ft.","166 sq.ft.
(15 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Patrakar Colony
1007,"₹ 44.2 Lac
₹ 3,100/sq.ft.","1,426 sq.ft.
(132 sq.m.) Built-up Area","4 BHK
3 Baths",4 BHK Residential Apartment in Mansarovar Extension
1008,"₹ 60 Lac
₹ 3,333/sq.ft.","1,800 sq.ft.
(167 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Nirman Nagar
1009,"₹ 60 Lac
₹ 4,285/sq.ft.","1,400 sq.ft.
(130 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Residential Apartment in Shyam Nagar
1010,"₹ 24 Lac
₹ 2,000/sq.ft.","1,200 sq.ft.
(111 sq.m.) Built-up Area","3 BHK
2 Baths",3 Bedroom Independent House in Hathoj
1011,"₹ 74.37 Lac
₹ 67,000/sq.ft.","111 sq.ft.
(10 sq.m.) Plot Area",,Residential land / Plot in Gayatri Nagar
1012,"₹ 30 Lac
₹ 3,704/sq.ft.","810 sq.ft.
(75 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Jhotwara
1013,₹ 13.68 - 45 Lac,"1,368-4,500 sq.ft.
(127-418 sq.m.) Plot Area",,Residential land / Plot in Jagatpura
1014,"₹ 18.9 - 62.48 Lac
₹ 2,888/sq.ft.","630-2,250 sq.ft.
(59-209 sq.m.) Plot Area",,Residential land / Plot in Jagatpura
1015,"₹ 51.9 Lac
₹ 6,407/sq.ft.","810 sq.ft.
(75 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Sirsi Road
1016,"₹ 50 Lac
₹ 2,334/sq.ft.","2,142 sq.ft.
(199 sq.m.) Plot Area",,Residential land / Plot in Mahindra Sez
1017,"₹ 60 Lac
₹ 66,666/sq.ft.","90 sq.ft.
(8 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Murlipura
1018,"₹ 32 Lac
₹ 1,778/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Kamla Nehru Nagar
1019,"₹ 18.99 Lac
₹ 3,077/sq.ft.","617 sq.ft.
(57 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Vaishali Nagar
1020,"₹ 22 Lac
₹ 611/sq.ft.","3,600 sq.ft.
(334 sq.m.) Plot Area",,Residential land / Plot in Kotputli
1021,"₹ 48 Lac
₹ 3,200/sq.ft.","1,500 sq.ft.
(139 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Gokulpura
1022,"₹ 7.8 Lac
₹ 2,228/sq.ft.","350 sq.ft.
(33 sq.m.) Built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Chokhi Dhani
1023,"₹ 70 Lac
₹ 42,168/sq.ft.","166 sq.ft.
(15 sq.m.) Plot Area",,Residential property in Gopalpura Bypass
1024,"₹ 30 Lac
₹ 15,000/sq.ft.","200 sq.ft.
(19 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in Mohanpura
1025,"₹ 10.5 Lac
₹ 1,167/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Mohanpura
1026,"₹ 2 Cr
₹ 191/sq.ft.","104,543 sq.ft.
(9712 sq.m.) Plot Area","5 BHK
2 Baths",5 Bedroom Farm house in Delhi-Jaipur Road
1027,"₹ 49 Lac
₹ 4,083/sq.ft.","1,200 sq.ft.
(111 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ambabari
1028,₹ 52 Lac,"1,600 sq.ft.
(149 sq.m.) Built-up Area",3 BHK,3 Bedroom Independent House in Vaishali Nagar
1029,"₹ 47 Lac
₹ 3,760/sq.ft.","1,250 sq.ft.
(116 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Pratap Nagar
1030,"₹ 27 Lac
₹ 1,500/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Sindhi Camp
1031,"₹ 8.5 Lac
₹ 851/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Mahindra Sez
1032,"₹ 22.5 Lac
₹ 1,894/sq.ft.","1,188 sq.ft.
(110 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in Manchwa
1033,"₹ 35 Lac
₹ 2,692/sq.ft.","1,300 sq.ft.
(121 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Pratap Nagar
1034,"₹ 2.5 Cr
₹ 85,324/sq.ft.","293 sq.ft.
(27 sq.m.) Plot Area","6 BHK
6 Baths",6 Bedroom Independent House in Sirsi Road
1035,"₹ 31 Lac
₹ 2,870/sq.ft.","1,080 sq.ft.
(100 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Lajpat Nagar
1036,"₹ 36 Lac
₹ 1,210/sq.ft.","2,975 sq.ft.
(276 sq.m.) Plot Area",,Residential land / Plot in Sanganer
1037,"₹ 15 Lac
₹ 3,097/sq.ft.","484 sq.ft.
(45 sq.m.) Plot Area",,Residential land / Plot in Sanganer
1038,"₹ 30 Lac
₹ 2,027/sq.ft.","1,480 sq.ft.
(138 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Gyan Vihar
1039,"₹ 80 Lac
₹ 8,889/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Raja Park
1040,"₹ 23 Lac
₹ 2,000/sq.ft.","1,250 sq.ft.
(116 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Girdharipura
1041,"₹ 8 Lac
₹ 1,524/sq.ft.","525 sq.ft.
(49 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Goner Road
1042,"₹ 67.5 Lac
₹ 3,750/sq.ft.","1,800 sq.ft.
(167 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Barkat Nagar
1043,"₹ 85 Lac
₹ 61,594/sq.ft.","138 sq.ft.
(13 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in Model Town
1044,"₹ 70 Lac
₹ 1,667/sq.ft.","4,495 sq.ft.
(418 sq.m.) Plot Area",,Residential land / Plot in Mahapura
1045,"₹ 35 Lac
₹ 2,778/sq.ft.","1,260 sq.ft.
(117 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Niwaru Road
1046,"₹ 20 Lac
₹ 1,208/sq.ft.","1,656 sq.ft.
(154 sq.m.) Plot Area",,Residential land / Plot in Bhambori
1047,"₹ 80 Lac
₹ 5,925/sq.ft.","1,350 sq.ft.
(125 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Nirman Nagar
1048,"₹ 1.25 Cr
₹ 4,808/sq.ft.","2,599 sq.ft.
(241 sq.m.) Plot Area",,Residential land / Plot in Jhotwara
1049,"₹ 30 Lac
₹ 4,800/sq.ft.","625 sq.ft.
(58 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in Jhotwara
1050,"₹ 25.5 Lac
₹ 3,935/sq.ft.","648 sq.ft.
(60 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Kalwar Road
1051,"₹ 37 Lac
₹ 5,790/sq.ft.","639 sq.ft.
(59 sq.m.) Plot Area","4 BHK
3 Baths",4 Bedroom Independent House in Govindpura
1052,"₹ 25 Lac
₹ 4,340/sq.ft.","576 sq.ft.
(54 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Manchwa
1053,"₹ 18.8 Lac
₹ 2,505/sq.ft.","700 sq.ft.
(65 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Lalarpura
1054,"₹ 26 Lac
₹ 4,069/sq.ft.","639 sq.ft.
(59 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Kalwar Road
1055,"₹ 10.55 Lac
₹ 9,500/sq.ft.","111 sq.ft.
(10 sq.m.) Plot Area",,Residential land / Plot in Vatika Road
1056,"₹ 35 Lac
₹ 5,185/sq.ft.","675 sq.ft.
(63 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Kalwar Road
1057,"₹ 46 Lac
₹ 2,875/sq.ft.","1,600 sq.ft.
(149 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Jagatpura
1058,"₹ 22 Lac
₹ 37,931/sq.ft.","58 sq.ft.
(5 sq.m.) Plot Area","4 BHK
3 Baths",4 Bedroom Independent House in Ramgarhmode
1059,"₹ 30 Lac
₹ 2,500/sq.ft.","1,200 sq.ft.
(111 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Mahal Scheme
1060,"₹ 85 Lac
₹ 63,751/sq.ft.","133 sq.ft.
(12 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in Model Town
1061,"₹ 78 Lac
₹ 9,750/sq.ft.","800 sq.ft.
(74 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in Mansarovar
1062,"₹ 80 Lac
₹ 43,715/sq.ft.","183 sq.ft.
(17 sq.m.) Plot Area","3 BHK
4 Baths",3 Bedroom Independent House in Meena Wala
1063,"₹ 56 Lac
₹ 8,562/sq.ft.","654 sq.ft.
(61 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Vaishali Nagar
1064,"₹ 90 Lac
₹ 56,250/sq.ft.","160 sq.ft.
(15 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Ajmer Road
1065,"₹ 25 Lac
₹ 2,941/sq.ft.","850 sq.ft.
(79 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
1066,"₹ 30 Lac
₹ 4,167/sq.ft.","720 sq.ft.
(67 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Kalwar Road
1067,"₹ 1.2 Cr
₹ 8,856/sq.ft.","1,355 sq.ft.
(126 sq.m.) Plot Area","6 BHK
5 Baths",6 Bedroom Independent House in Arya Nagar
1068,"₹ 70 Lac
₹ 33,175/sq.ft.","211 sq.ft.
(20 sq.m.) Plot Area",,"Residential land / Plot in AA-5, Jagdamba colony Naya khera ambabari jaipur"
1069,"₹ 47 Lac
₹ 3,133/sq.ft.","1,500 sq.ft.
(139 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Kalwara
